-,ꢦ,ꢦꢶꢬꢿꢮ,sourashtra,,,'ꢦꢬꢮ':1 'pireva':2 'affection':3 'அன':4,abstract|concept|idea,पिरेव|பிரேவ்|pireva|pireva|pireva|pɪɾeːʋə,,"{""""script"""":""""sourashtra"""",""""category"""":""""noun"""",""""type"""":""""abstract""""}"
^,,affection,english,,english,,abstract|concept|idea,,noun,
^,,அன்பு,tamil,,tamil,'அனப':1 'affection':2 'அன':3,abstract|concept|idea,பிரேவ்,noun,
-,ꢂ,ꢂꢥꢸꢪꢡꢶ,sourashtra,,,'ꢂꢥꢪꢡ':1 'anumati':2 'permission':3 'அன':4 'மத':5,abstract|concept|idea,अनुमति|அனுமதி|anumati|anumati|anumati|ən̪umət̪ɪ,,"{""""script"""":""""sourashtra"""",""""category"""":""""noun"""",""""type"""":""""abstract""""}"
^,,permission,english,,english,,abstract|concept|idea,,noun,
^,,அனுமதி,tamil,,tamil,'அனமத':1 'permission':2 'அன':3 'மத':4,abstract|concept|idea,அனுமதி,noun,
-,ꢲ,ꢲꢜ꣄ꢮꢥ꣄,sourashtra,,,'ꢲꢜꢮꢥ':1 'hatvan':2 'haṭvan':3 'memory':4 'opinion':5 'thought':6 'think':7 'அன':8 'னம':9 'எண':10 'ணம':11 'பகம':12,abstract|concept|idea,हट्वन्|ஹட்வன்|hat'van|haTvan|haṭvan|ɦəʈʋən̪,,"{""""script"""":""""sourashtra"""",""""category"""":""""noun"""",""""type"""":""""abstract""""}"
^,,memory,english,,english,,abstract|concept|idea,,noun,
^,,opinion,english,,english,,abstract|concept|idea,,noun,
^,,thought,english,,english,,abstract|concept|idea,,noun,
^,,அனுமானம்,tamil,,tamil,'அனமனம':1 'அன':2 'னம':3,abstract|concept|idea,ஹட்வன்,noun,
^,,எண்ணம்,tamil,,tamil,'எணணம':1 'எண':2 'ணம':3,abstract|concept|idea,ஹட்வன்,noun,
^,,ஞாபகம்,tamil,,tamil,'ஞபகம':1 'பகம':2,abstract|concept|idea,ஹட்வன்,noun,
-,ꢃ,ꢃꢱꢶꢬ꣄ꢮꢵꢣ꣄,sourashtra,,,'ꢃꢱꢬꢮꢣ':1 'aasirvaad':2 'asirvad':3 'āsirvād':4 'blessing':5 'bless':6 'ஆச':7 'தம':8,abstract|concept|idea,आस्र्वाद|ஆஸிர்வாத்3|aasirvaad|AsirvAd|āsirvād|ɑːs̪ɪɾʋɑːd̪,,"{""""script"""":""""sourashtra"""",""""category"""":""""noun"""",""""type"""":""""abstract""""}"
^,,blessing,english,,english,,abstract|concept|idea,,noun,
^,,ஆசீர்வாதம்,tamil,,tamil,'ஆசரவதம':1 'blessing':2 'bless':3 'ஆச':4 'தம':5,abstract|concept|idea,ஆஸிர்வாத்3,noun,
-,ꢃ,ꢃꢜ꣄ꢰꢿꢦꢠꣁ,sourashtra,,,'ꢃꢜꢰꢦꢠ':1 'aatshepano':2 'atsepano':3 'āṭṣepaṇŏ':4 'protest':5 'ஆட':6 'பன':7,abstract|concept|idea,आट्षेपणा॑|ஆட்ஷேபணொ|aat'shepano'|ATSepaNO|āṭṣepaṇŏ|ɑːʈʂeːpəɳo,,"{""""script"""":""""sourashtra"""",""""category"""":""""noun"""",""""type"""":""""abstract""""}"
^,,protest,english,,english,,abstract|concept|idea,,noun,
^,,ஆட்சேபனை,tamil,,tamil,'ஆடசபன':1 'protest':2 'ஆட':3 'பன':4,abstract|concept|idea,ஆட்ஷேபணொ,noun,
